Game Type,Date,Opponent,TTO,Pitcher,P Hand,Inning,Pitch Count,Batter,B Hand,ROB,Count,Outs,PAResCopy1,Pitch Type,Pitch Result,PA Result,Base Adv.,Exit Velo,BIP Type,Pitch Velo,TTP,PAResCopy2,OA3,Putaways,Catcher,Umpire,PitcherCopy,Team W-L,Score,Start/Relief,W,L,S,IP,R,ER,LO #,LO-reach,LO-Score,BI,BI-Ch,SD Inn,SD-Ch,M-out,M-Ch,1st Responder,IR,IR-Score,Previous Pitch Type,Previous Pitch result,Previous PA Result,BlankCol1,BlankCol2,BlankCol3,BlankCol4,BlankCol5,BlankCol6,BlankCol7,BlankCol8,BlankCol9,BlankCol10
DO NOT USE THIS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,,Leadoff,,,Big Innings,,Shutdowns,,Momentum,,,Inherited,,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22 Scrimmage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'Malley,R,1,9,Fluharty,RHH,R1,0-0,0,,FB,Str-foul,,,,,92,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'Malley,R,1,10,Fluharty,RHH,R1,0-1,0,,FB,Str-take,,,,,93,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'Malley,R,1,11,Fluharty,RHH,R1,0-2,0,,FB,Ball,,,,,94,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'Malley,R,1,12,Fluharty,RHH,R1,1-2,0,,FB,Ball,,,,,94,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'Malley,R,1,13,Fluharty,RHH,R1,2-2,0,,FB,Ball,,,,,92,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'Malley,R,1,14,Fluharty,RHH,R1,3-2,0,,FB,Str-foul,,,,,92,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'Malley,R,1,15,Fluharty,RHH,R1,3-2,0,BB,FB,Ball,BB,,,,92,1.25,BB,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,1,Chiaravallo,RHH,BE,0-0,0,,FB,Str-take,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,2,Chiaravallo,RHH,BE,0-1,0,,FB,Ball,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,3,Chiaravallo,RHH,BE,1-1,0,,FB,Str-foul,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,4,Chiaravallo,RHH,BE,1-2,0,FO,FB,Str-BIP,FO,,92,Fly,93,,FO,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,5,Kender,RHH,BE,0-0,1,,FB,Str-take,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,6,Kender,RHH,BE,0-1,1,,FB,Ball,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,7,Kender,RHH,BE,1-1,1,1B,FB,Str-BIP,1B,,74,Line,91,,1B,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,8,Trommer,LHH,R1,0-0,1,,FB,Ball,,,,,89,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,9,Trommer,LHH,R1,1-0,1,1B,FB,Str-BIP,1B,,62,Ground,90,1.20,1B,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,10,Facinelli,RHH,R13+,0-0,1,,FB,Str-foul,,,,,91,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,11,Facinelli,RHH,R13+,0-1,1,,FB,Str-take,,,,,91,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,12,Facinelli,RHH,R13+,0-2,1,,FB,Ball,,,,,91,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,13,Facinelli,RHH,R13+,1-2,1,FO,FB,Str-BIP,FO,,99,Fly,91,1.25,FO,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,O'neill,R,1,14,Nascimento,RHH,R1,0-0,2,FO,FB,Str-BIP,FO,,85,Fly,90,1.35,FO,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,1,Morabito,LHH,BE,0-0,0,,FB,Str-foul,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,2,Morabito,LHH,BE,0-1,0,,,Str-foul,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,3,Morabito,LHH,BE,0-2,0,,FB,Ball,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,4,Morabito,LHH,BE,1-2,0,,,Ball,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,5,Morabito,LHH,BE,2-2,0,,,Ball,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,6,Morabito,LHH,BE,3-2,0,GO,FB,Str-BIP,GO,,93,Ground,88,,GO,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,7,Bullock,RHH,BE,0-0,1,,FB,Ball,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,8,Bullock,RHH,BE,1-0,1,,,Ball,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,9,Bullock,RHH,BE,2-0,1,,FB,Ball,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,10,Bullock,RHH,BE,3-0,1,1B,FB,Str-BIP,1B,,105,Line,87,,1B,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,11,"Swenson, A.",RHH,R1,0-0,1,,FB,Ball,,,,,86,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,12,"Swenson, A.",RHH,R1,1-0,1,,FB,Str-foul,,,,,87,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,13,"Swenson, A.",RHH,R1,1-1,1,,,Str-foul,,,,,84,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,14,"Swenson, A.",RHH,R1,1-2,1,,FB,Str-foul,,,,,86,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,15,"Swenson, A.",RHH,R1,1-2,1,,,Ball,,,,,86,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,16,"Swenson, A.",RHH,R1,2-2,1,,,Ball,,,,,86,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,17,"Swenson, A.",RHH,R1,3-2,1,HBP,FB,,HBP,,,,86,1.40,HBP,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,18,Dunn,LHH,R12+,0-0,1,,FB,Ball,,,,,86,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,19,Dunn,LHH,R12+,1-0,1,,FB,Ball,,,,,86,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,20,Dunn,LHH,R12+,2-0,1,,FB,Ball,,,,,86,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,21,Dunn,LHH,R12+,3-0,1,,FB,Str-take,,,,,86,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Radtke,R,2,22,Dunn,LHH,R12+,3-1,1,BB,FB,Ball,BB,,,,86,1.60,BB,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,1,Karp,RHH,BE,0-0,0,,FB,Str-take,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,2,Karp,RHH,BE,0-1,0,,FB,Ball,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,3,Karp,RHH,BE,1-1,0,,FB,Ball,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,4,Karp,RHH,BE,2-1,0,,FB,Ball,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,5,Karp,RHH,BE,3-1,0,BB,FB,Ball,BB,,,,85,,BB,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,6,Murphy,LHH,R1,0-0,0,,FB,Str-take,,SB2,,,84,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,7,Murphy,LHH,R2+,0-1,0,,FB,Ball,,,,,84,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,8,Murphy,LHH,R2+,1-1,0,,FB,Ball,,,,,83,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,9,Murphy,LHH,R2+,2-1,0,,FB,Str-S/M,,,,,84,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,10,Murphy,LHH,R2+,2-2,0,,FB,Ball,,,,,85,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,11,Murphy,LHH,R2+,3-2,0,BB,FB,Ball,BB,,,,84,1.30,BB,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,12,Chiaravallo,RHH,R12+,0-0,0,,FB,Str-take,,,,,85,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,13,Chiaravallo,RHH,R12+,0-1,0,,FB,Ball,,,,,84,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,14,Chiaravallo,RHH,R12+,1-1,0,,FB,Str-S/M,,,,,84,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,15,Chiaravallo,RHH,R12+,1-2,0,,FB,Ball,,SB23,,,87,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Julks,R,2,16,Chiaravallo,RHH,R12+,2-2,0,GO,FB,Str-BIP,GO,,,Ground,84,1.40,GO,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,1,Bowne,RHH,BE,0-0,,,FB,Str-take,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,2,Bowne,RHH,BE,0-1,,,FB,Str-S/M,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,3,Bowne,RHH,BE,0-2,,K,FB,Str-S/M,K,,,,84,,K,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,4,Beiswenger,RHH,BE,0-0,1,,FB,Ball,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,5,Beiswenger,RHH,BE,1-0,,,FB,Ball,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,6,Beiswenger,RHH,BE,2-0,,,FB,Ball,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,7,Beiswenger,RHH,BE,3-0,,,FB,Str-take,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,8,Beiswenger,RHH,BE,3-1,,BB,FB,Ball,BB,,,,83,,BB,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,9,Alexander,LHH,R1,0-0,1,,FB,Ball,,,,,82,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,10,Alexander,LHH,R1,1-0,1,,FB,Ball,,,,,83,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,11,Alexander,LHH,R1,2-0,1,,FB,Ball,,,,,83,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,12,Alexander,LHH,R1,3-0,1,BB,FB,Ball,BB,,,,83,1.40,BB,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,13,Fluharty,RHH,R12+,0-0,1,,FB,Str-foul,,,,,83,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,14,Fluharty,RHH,R12+,0-1,1,,FB,Str-foul,,,,,82,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Muir,R,3,15,Fluharty,RHH,R12+,0-2,1,K,FB,Str-S/M,K,,,,83,1.50,K,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,1,Kender,RHH,BE,0-0,0,,FB,Str-take,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,2,Kender,RHH,BE,0-1,0,,FB,Ball,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,3,Kender,RHH,BE,1-1,0,,,Ball,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,4,Kender,RHH,BE,2-1,0,,FB,Ball,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,5,Kender,RHH,BE,3-1,0,,FB,Str-S/M,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,6,Kender,RHH,BE,3-2,0,1B,FB,Str-BIP,1B,,89,Ground,89,,1B,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,7,Trommer,LHH,R1,0-0,0,,,Str-take,,,,,88,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,8,Trommer,LHH,R1,0-1,0,,,Str-foul,,,,,88,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,9,Trommer,LHH,R1,0-2,0,,FB,Str-foul,,,,,90,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,10,Trommer,LHH,R1,0-2,0,,FB,Ball,,,,,89,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,11,Trommer,LHH,R1,1-2,0,,,Str-foul,,,,,88,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,12,Trommer,LHH,R1,1-2,0,KL,FB,Str-take,KL,,,,89,1.30,KL,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,13,Facinelli,RHH,R1,0-0,1,,,Str-S/M,,,,,88,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,14,Facinelli,RHH,R1,0-1,1,,,Str-foul,,,,,88,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,15,Facinelli,RHH,R1,0-2,1,,FB,Ball,,,,,91,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,16,Facinelli,RHH,R1,1-2,1,,,Ball,,,,,88,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,17,Facinelli,RHH,R1,2-2,1,,,Ball,,,,,87,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Maxwell,R,3,18,Facinelli,RHH,R1,3-2,1,BB,FB,Ball,BB,,,,89,1.50,BB,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Mitchell,R,4,1,Morabito,LHH,BE,0-0,0,3B,FB,,3B,,96,Line,89,,3B,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Mitchell,R,4,2,Bullock,RHH,R3+,0-0,0,,FB,Ball,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Mitchell,R,4,3,Bullock,RHH,R3+,1-0,0,,FB,Ball,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Mitchell,R,4,4,Bullock,RHH,R3+,2-0,0,,,Ball,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Mitchell,R,4,5,Bullock,RHH,R3+,3-0,0,BB,FB,Ball,BB,,,,88,,BB,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Mitchell,R,4,6,"Swenson, A.",RHH,R13+,0-0,0,GO,FB,Str-BIP,GO,,,Ground,88,,GO,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Mitchell,R,4,7,Dunn,LHH,R23+,0-0,1,GO,,Str-BIP,GO,,72,Ground,89,,GO,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Mitchell,R,4,8,Bowne,RHH,R3+,0-0,2,,,Str-take,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Mitchell,R,4,9,Bowne,RHH,R3+,0-1,2,,FB,Ball,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Mitchell,R,4,10,Bowne,RHH,R3+,1-1,2,,FB,Str-take,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Mitchell,R,4,11,Bowne,RHH,R3+,1-2,2,,,Str-foul,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Mitchell,R,4,12,Bowne,RHH,R3+,1-2,2,FO,FB,,FO,,84,Fly,90,,FO,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,1,Karp,RHH,BE,0-0,0,,FB,Ball,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,2,Karp,RHH,BE,1-0,0,,FB,Str-foul,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,3,Karp,RHH,BE,1-1,0,,FB,Ball,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,4,Karp,RHH,BE,2-1,0,,FB,Ball,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,5,Karp,RHH,BE,3-1,0,GO,FB,Str-BIP,GO,,63,Ground,83,,GO,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,6,Murphy,LHH,BE,0-0,1,,FB,Str-S/M,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,7,Murphy,LHH,BE,0-1,1,,FB,Ball,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,8,Murphy,LHH,BE,1-1,1,,FB,Str-foul,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,9,Murphy,LHH,BE,1-2,1,,FB,Str-foul,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,10,Murphy,LHH,BE,1-2,1,,FB,Ball,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,11,Murphy,LHH,BE,2-2,1,K,FB,Str-S/M,K,,,,85,,K,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,12,Nascimento,RHH,BE,0-0,2,,FB,Ball,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,13,Nascimento,RHH,BE,1-0,2,,FB,Ball,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,14,Nascimento,RHH,BE,2-0,2,,FB,Str-take,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,15,Nascimento,RHH,BE,2-1,2,,FB,Str-foul,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Janik,R,4,16,Nascimento,RHH,BE,2-2,2,GO,FB,,GO,,,Ground,85,,GO,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,9/6/24,INTRASQUAD,1st,Firestein,R,5,1,Beiswenger,RHH,BE,0-0,0,,CT,Ball,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
